date,context,label,domain,url
"2024-07-17 09:12:56","","Спорт-Экспресс:","www.sport-express.ru","https://www.sport-express.ru/zozh/hobby/reviews/samye-neobychnye-teatry-v-mire-luchshie-immersivnye-teatry-spisok-2233524/preview/?hash=815cdc8d0c7a3fa2c48d21a312f0dabc"
"2024-10-16 09:21:22","","78, TG:","t.me","https://t.me/good78news/93949"
"2024-10-16 09:21:22","","78, VK:","vk.com","https://vk.com/wall-148235461_2948022"
"2024-10-16 09:21:22","","78, OK:","ok.ru","https://ok.ru/channel78news/topic/157395893599091"
"2024-10-26 07:36:10","","KudaGo SPB:","kudago.com","https://kudago.com/spb/event/teatr-spektakli-immersivnogo-teatra-morfeus/"
"2024-10-26 07:36:10","KudaGo SPB, подборки:","","kudago.com","https://kudago.com/spb/list/15-mest-v-peterburge-kotorye-stoit-posetit-hotya-r/"
"2024-10-26 07:36:10","KudaGo SPB, подборки:","","kudago.com","https://kudago.com/spb/list/luchshie-sobyitiya-mes/"
"2024-10-26 07:36:10","KudaGo SPB, подборки:","","kudago.com","https://kudago.com/spb/list/kuda-pojti-na-vyihodnyih-v/"
"2024-11-02 13:15:16","","Коммерсант:","www.kommersant.ru","https://www.kommersant.ru/doc/7268144"
"2024-12-06 10:28:28","","Posta Magazine:","posta-magazine.ru","https://posta-magazine.ru/article/piter-weekly-2024-12-05/"
"2025-02-22 12:41:56","","Коммерсант:","www.kommersant.ru","https://www.kommersant.ru/doc/7517293"
"2025-02-22 12:41:56","","Russpass Mag:","mag.russpass.ru","https://mag.russpass.ru/rubric/zima-v-moskve/otpravlyaemsya-za-novymi-vpechatleniyami-v-temnotu"
"2025-03-26 11:18:04","","Instagram Reel:","www.instagram.com","https://www.instagram.com/reel/DHqInxuIaMq/?igsh=Zm9odmFvYnhhZjc1"
"2025-03-26 11:18:04","","Instagram Reel:","www.instagram.com","https://www.instagram.com/reel/DHqIaDniHmG/?igsh=ZTF0NjM0OTE0enZi"
"2025-03-26 11:18:04","","Instagram Reel:","www.instagram.com","https://www.instagram.com/reel/DHqIOg8C0DE/?igsh=MTRhdGZscTlqNjFzeQ=="
"2025-03-26 11:18:04","","Эстетичный Петербург, TG:","t.me","https://t.me/estetichnyj_peterburg/9989"
"2025-03-26 11:18:04","","Коммерсант:","www.kommersant.ru","https://www.kommersant.ru/doc/7588254"
"2025-03-26 11:18:04","","Театр МСК, TG:","t.me","https://t.me/teatr_msk/7767"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/moscow_pike/13952"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/monday_challenge/18505"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/Cronenberg1664/35786"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/shozhu/12201"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/zapiski_redaktorki/10299"
"2025-04-18 13:10:24","TG-каналы:","","t.me","https://t.me/people_theatre/10456"
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/p/DITbhFBswCA/?igsh=MXE4b2V3bHhqZXRmMg=="
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/reel/DIiyDmOMilD/?igsh=dmdxYTloMHBjY2Ew"
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/reel/DIgzWZdIltI/?igsh=ZHB3dmo1MmU5Nzli"
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/reel/DHqInxuIaMq/?igsh=Zm9odmFvYnhhZjc1"
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/reel/DHqIaDniHmG/?igsh=ZTF0NjM0OTE0enZi"
"2025-04-18 13:10:24","Instagram:","","www.instagram.com","https://www.instagram.com/reel/DHqIOg8C0DE/?igsh=MTRhdGZscTlqNjFzeQ"
"2025-04-18 13:10:24","VK:","","vk.com","https://vk.com/wall27382777_9757"
"2025-04-18 13:10:24","VK:","","vk.com","https://vk.com/wall8045079_1605"
"2025-04-18 13:10:24","VK:","","vk.com","https://vk.com/wall5408777_517"
"2025-04-18 13:10:24","Пресса, Коммерсант:","","www.kommersant.ru","https://www.kommersant.ru/doc/7660240"
"2025-04-18 13:10:24","Пресса, Коммерсант:","","www.kommersant.ru","https://www.kommersant.ru/doc/7642310"
"2025-04-18 13:10:24","Пресса, Коммерсант:","","www.kommersant.ru","https://www.kommersant.ru/doc/7624466"
