status,business_unit,period_start,canonical_metric,value_numeric,reason,source_metrics
skipped,franchise,2024-10-01,Variable costs,,no_descendant_values,
inserted,franchise,2024-11-01,Variable costs,14426,backfilled_from_descendants,Show production costs
inserted,franchise,2024-12-01,Variable costs,14350,backfilled_from_descendants,Show production costs
skipped,franchise,2025-01-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-02-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-03-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-04-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-05-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-06-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-07-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-08-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-09-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-10-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-11-01,Variable costs,,no_descendant_values,
skipped,franchise,2025-12-01,Variable costs,,no_descendant_values,
skipped,general,2020-01-01,Variable costs,,no_descendant_values,
skipped,general,2020-02-01,Variable costs,,no_descendant_values,
skipped,general,2020-03-01,Variable costs,,no_descendant_values,
skipped,general,2020-04-01,Variable costs,,no_descendant_values,
skipped,general,2020-05-01,Variable costs,,no_descendant_values,
skipped,general,2020-06-01,Variable costs,,no_descendant_values,
skipped,general,2020-07-01,Variable costs,,no_descendant_values,
skipped,general,2020-08-01,Variable costs,,no_descendant_values,
skipped,general,2020-09-01,Variable costs,,no_descendant_values,
skipped,general,2020-10-01,Variable costs,,no_descendant_values,
skipped,general,2020-11-01,Variable costs,,no_descendant_values,
skipped,general,2020-12-01,Variable costs,,no_descendant_values,
skipped,general,2021-01-01,Variable costs,,no_descendant_values,
skipped,general,2021-02-01,Variable costs,,no_descendant_values,
skipped,general,2021-03-01,Variable costs,,no_descendant_values,
skipped,general,2021-04-01,Variable costs,,no_descendant_values,
skipped,general,2021-05-01,Variable costs,,no_descendant_values,
skipped,general,2021-06-01,Variable costs,,no_descendant_values,
skipped,general,2021-07-01,Variable costs,,no_descendant_values,
skipped,general,2021-08-01,Variable costs,,no_descendant_values,
skipped,general,2021-09-01,Variable costs,,no_descendant_values,
skipped,general,2021-10-01,Variable costs,,no_descendant_values,
skipped,general,2021-11-01,Variable costs,,no_descendant_values,
skipped,general,2021-12-01,Variable costs,,no_descendant_values,
skipped,general,2022-01-01,Variable costs,,no_descendant_values,
skipped,general,2022-02-01,Variable costs,,no_descendant_values,
skipped,general,2022-03-01,Variable costs,,no_descendant_values,
skipped,general,2022-04-01,Variable costs,,no_descendant_values,
skipped,general,2022-05-01,Variable costs,,no_descendant_values,
skipped,general,2022-06-01,Variable costs,,no_descendant_values,
skipped,general,2022-07-01,Variable costs,,no_descendant_values,
skipped,general,2022-08-01,Variable costs,,no_descendant_values,
skipped,general,2022-09-01,Variable costs,,no_descendant_values,
skipped,general,2022-10-01,Variable costs,,no_descendant_values,
skipped,general,2022-11-01,Variable costs,,no_descendant_values,
skipped,general,2022-12-01,Variable costs,,no_descendant_values,
skipped,general,2023-01-01,Variable costs,,no_descendant_values,
skipped,general,2023-02-01,Variable costs,,no_descendant_values,
skipped,general,2023-03-01,Variable costs,,no_descendant_values,
skipped,general,2023-04-01,Variable costs,,no_descendant_values,
skipped,general,2023-05-01,Variable costs,,no_descendant_values,
skipped,general,2023-06-01,Variable costs,,no_descendant_values,
skipped,general,2023-07-01,Variable costs,,no_descendant_values,
skipped,general,2023-08-01,Variable costs,,no_descendant_values,
skipped,general,2023-09-01,Variable costs,,no_descendant_values,
skipped,general,2023-10-01,Variable costs,,no_descendant_values,
skipped,general,2023-11-01,Variable costs,,no_descendant_values,
skipped,general,2023-12-01,Variable costs,,no_descendant_values,
skipped,general,2024-01-01,Variable costs,,no_descendant_values,
skipped,general,2024-02-01,Variable costs,,no_descendant_values,
skipped,general,2024-03-01,Variable costs,,no_descendant_values,
skipped,general,2024-04-01,Variable costs,,no_descendant_values,
skipped,general,2024-05-01,Variable costs,,no_descendant_values,
skipped,general,2024-06-01,Variable costs,,no_descendant_values,
skipped,general,2024-07-01,Variable costs,,no_descendant_values,
skipped,general,2024-08-01,Variable costs,,no_descendant_values,
skipped,general,2024-09-01,Variable costs,,no_descendant_values,
skipped,general,2024-10-01,Variable costs,,no_descendant_values,
skipped,general,2024-11-01,Variable costs,,no_descendant_values,
skipped,general,2024-12-01,Variable costs,,no_descendant_values,
skipped,general,2025-01-01,Variable costs,,no_descendant_values,
skipped,general,2025-02-01,Variable costs,,no_descendant_values,
skipped,general,2025-03-01,Variable costs,,no_descendant_values,
skipped,general,2025-04-01,Variable costs,,no_descendant_values,
skipped,general,2025-05-01,Variable costs,,no_descendant_values,
skipped,general,2025-06-01,Variable costs,,no_descendant_values,
skipped,general,2025-07-01,Variable costs,,no_descendant_values,
skipped,general,2025-08-01,Variable costs,,no_descendant_values,
skipped,general,2025-09-01,Variable costs,,no_descendant_values,
skipped,general,2025-10-01,Variable costs,,no_descendant_values,
skipped,general,2025-11-01,Variable costs,,no_descendant_values,
skipped,general,2025-12-01,Variable costs,,no_descendant_values,
skipped,b2b,2020-01-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-02-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-03-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-04-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-05-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-06-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-07-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-08-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-09-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-10-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-11-01,Fixed costs,,no_descendant_values,
skipped,b2b,2020-12-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-01-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-02-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-03-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-04-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-05-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-06-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-07-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-08-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-09-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-10-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-11-01,Fixed costs,,no_descendant_values,
skipped,b2b,2021-12-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-01-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-02-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-03-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-04-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-05-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-06-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-07-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-08-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-09-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-10-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-11-01,Fixed costs,,no_descendant_values,
skipped,b2b,2022-12-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-01-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-02-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-03-01,Fixed costs,,no_descendant_values,
inserted,b2b,2023-04-01,Fixed costs,495075,backfilled_from_descendants,Other expenses
skipped,b2b,2023-05-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-06-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-07-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-08-01,Fixed costs,,no_descendant_values,
inserted,b2b,2023-09-01,Fixed costs,58500,backfilled_from_descendants,Other expenses
inserted,b2b,2023-10-01,Fixed costs,122000,backfilled_from_descendants,Other expenses
skipped,b2b,2023-11-01,Fixed costs,,no_descendant_values,
skipped,b2b,2023-12-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-01-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-02-01,Fixed costs,,no_descendant_values,
inserted,b2b,2024-03-01,Fixed costs,89500,backfilled_from_descendants,Other expenses
skipped,b2b,2024-04-01,Fixed costs,,no_descendant_values,
inserted,b2b,2024-05-01,Fixed costs,48000,backfilled_from_descendants,Other expenses
skipped,b2b,2024-06-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-07-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-08-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-09-01,Fixed costs,,no_descendant_values,
skipped,b2b,2024-10-01,Fixed costs,,no_descendant_values,
inserted,b2b,2024-11-01,Fixed costs,413000,backfilled_from_descendants,Other expenses
inserted,b2b,2024-12-01,Fixed costs,980000,backfilled_from_descendants,Other expenses
inserted,b2b,2025-01-01,Fixed costs,63000,backfilled_from_descendants,Other expenses
skipped,b2b,2025-02-01,Fixed costs,,no_descendant_values,
inserted,b2b,2025-03-01,Fixed costs,1328000,backfilled_from_descendants,Other expenses
inserted,b2b,2025-04-01,Fixed costs,229000,backfilled_from_descendants,Costs - Salary fixed; Other expenses
inserted,b2b,2025-05-01,Fixed costs,183000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-06-01,Fixed costs,262505,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-07-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-08-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-09-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-10-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-11-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2b,2025-12-01,Fixed costs,50000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2020-01-01,Fixed costs,130500,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-02-01,Fixed costs,130500,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-03-01,Fixed costs,160500,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-04-01,Fixed costs,207328,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-05-01,Fixed costs,202419,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-06-01,Fixed costs,246910,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-07-01,Fixed costs,195781,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-08-01,Fixed costs,196499,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-09-01,Fixed costs,161906,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-10-01,Fixed costs,221981,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-11-01,Fixed costs,230500,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2020-12-01,Fixed costs,228832,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-01-01,Fixed costs,227876,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-02-01,Fixed costs,292307,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-03-01,Fixed costs,319703,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-04-01,Fixed costs,269081,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-05-01,Fixed costs,284092,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-06-01,Fixed costs,295034,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-07-01,Fixed costs,278192,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-08-01,Fixed costs,293759,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-09-01,Fixed costs,322577,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-10-01,Fixed costs,304154,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-11-01,Fixed costs,301499,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2021-12-01,Fixed costs,394852,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-01-01,Fixed costs,313180,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-02-01,Fixed costs,336016,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-03-01,Fixed costs,344883,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-04-01,Fixed costs,333018,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-05-01,Fixed costs,331327,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-06-01,Fixed costs,353199,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-07-01,Fixed costs,326454,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-08-01,Fixed costs,328817,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-09-01,Fixed costs,321300,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-10-01,Fixed costs,499478,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-11-01,Fixed costs,373813,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2022-12-01,Fixed costs,446303,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-01-01,Fixed costs,469990,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-02-01,Fixed costs,406834,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-03-01,Fixed costs,401492,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-04-01,Fixed costs,430649,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-05-01,Fixed costs,419463,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-06-01,Fixed costs,457058,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-07-01,Fixed costs,412352,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-08-01,Fixed costs,496072,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-09-01,Fixed costs,459317,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-10-01,Fixed costs,497796,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-11-01,Fixed costs,522508,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-12-01,Fixed costs,567270,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-01-01,Fixed costs,569105,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-02-01,Fixed costs,584965,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-03-01,Fixed costs,602986,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-04-01,Fixed costs,598910,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-05-01,Fixed costs,708662,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-06-01,Fixed costs,687936,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-07-01,Fixed costs,700113,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-08-01,Fixed costs,934325,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-09-01,Fixed costs,752773,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-10-01,Fixed costs,796785,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-11-01,Fixed costs,899893,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-12-01,Fixed costs,917895,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-01-01,Fixed costs,879958,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-02-01,Fixed costs,954818,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-03-01,Fixed costs,1094991,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-04-01,Fixed costs,854387,backfilled_from_descendants,Cost article - КОМИССИИ БАНКОВ; Costs - Salary fixed; Other expenses; Venue and office costs
inserted,b2c_moscow,2025-05-01,Fixed costs,931980.13,backfilled_from_descendants,Cost article - КОМИССИИ БАНКОВ; Costs - Salary fixed; Other expenses; Venue and office costs
inserted,b2c_moscow,2025-06-01,Fixed costs,1151005,backfilled_from_descendants,Cost article - КОМИССИИ БАНКОВ; Costs - Salary fixed; Other expenses; Venue and office costs
inserted,b2c_moscow,2025-07-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2025-08-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2025-09-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2025-10-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2025-11-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_moscow,2025-12-01,Fixed costs,125000,backfilled_from_descendants,Costs - Salary fixed
skipped,b2c_spb,2020-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-04-01,Fixed costs,,no_descendant_values,
inserted,b2c_spb,2024-05-01,Fixed costs,267904,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-06-01,Fixed costs,294367,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-07-01,Fixed costs,304843,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-08-01,Fixed costs,331928,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-09-01,Fixed costs,327448,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-10-01,Fixed costs,332218,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-11-01,Fixed costs,349443,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2024-12-01,Fixed costs,352367,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-01-01,Fixed costs,412511,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-02-01,Fixed costs,401518,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-03-01,Fixed costs,439965,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-04-01,Fixed costs,613415.12,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-05-01,Fixed costs,813844,backfilled_from_descendants,Business travel costs; Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-06-01,Fixed costs,655196.24,backfilled_from_descendants,Costs - Salary fixed; Services and setup costs; Venue and office costs
inserted,b2c_spb,2025-07-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_spb,2025-08-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_spb,2025-09-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_spb,2025-10-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_spb,2025-11-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
inserted,b2c_spb,2025-12-01,Fixed costs,75000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2020-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-04-01,Fixed costs,,no_descendant_values,
