unit,metric_name,scope,status,value,reason
b2c_moscow,Number of orders,show_partner:Судный день:афиша.ру,inserted,11,
b2c_moscow,Revenue,show_partner:Судный день:афиша.ру,inserted,104500,
b2c_moscow,Number of tickets,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,25,
b2c_moscow,Number of orders,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,14,
b2c_moscow,Revenue,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,114400,
b2c_moscow,Number of tickets,show_partner:22'07:афиша.ру,inserted,10,
b2c_moscow,Number of orders,show_partner:22'07:афиша.ру,inserted,5,
b2c_moscow,Revenue,show_partner:22'07:афиша.ру,inserted,47500,
b2c_moscow,Number of tickets,show_partner:Загадка Амулета:афиша.ру,inserted,3,
b2c_moscow,Number of orders,show_partner:Загадка Амулета:афиша.ру,inserted,1,
b2c_moscow,Revenue,show_partner:Загадка Амулета:афиша.ру,inserted,12000,
b2c_moscow,Number of tickets,show_partner:До свадьбы доживёт:афиша.ру,inserted,38,
b2c_moscow,Number of orders,show_partner:До свадьбы доживёт:афиша.ру,inserted,19,
b2c_moscow,Revenue,show_partner:До свадьбы доживёт:афиша.ру,inserted,173000,
b2c_moscow,Number of tickets,show_partner:Судный день:кассир,inserted,16,
b2c_moscow,Number of orders,show_partner:Судный день:кассир,inserted,8,
b2c_moscow,Revenue,show_partner:Судный день:кассир,inserted,88000,
b2c_moscow,Number of tickets,show_partner:22'07:яндекс.афиша,inserted,8,
b2c_moscow,Number of orders,show_partner:22'07:яндекс.афиша,inserted,4,
b2c_moscow,Revenue,show_partner:22'07:яндекс.афиша,inserted,36995,
b2c_moscow,Number of tickets,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,16,
b2c_moscow,Number of orders,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,6,
b2c_moscow,Revenue,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,70600,
b2c_moscow,Number of tickets,show_partner:22'07:кассир,inserted,4,
b2c_moscow,Number of orders,show_partner:22'07:кассир,inserted,2,
b2c_moscow,Revenue,show_partner:22'07:кассир,inserted,18400,
b2c_moscow,Number of tickets,show_partner:ВДОХ:яндекс.афиша,inserted,4,
b2c_moscow,Number of orders,show_partner:ВДОХ:яндекс.афиша,inserted,2,
b2c_moscow,Revenue,show_partner:ВДОХ:яндекс.афиша,inserted,18400,
b2c_moscow,Number of tickets,show_partner:ВДОХ:афиша.ру,inserted,2,
b2c_moscow,Number of orders,show_partner:ВДОХ:афиша.ру,inserted,1,
b2c_moscow,Revenue,show_partner:ВДОХ:афиша.ру,inserted,9200,
b2c_moscow,Number of tickets,show_partner:Загадка Амулета:кассир,inserted,8,
b2c_moscow,Number of orders,show_partner:Загадка Амулета:кассир,inserted,2,
b2c_moscow,Revenue,show_partner:Загадка Амулета:кассир,inserted,32000,
b2c_moscow,Number of tickets,show_partner:ВДОХ:кассир,inserted,2,
b2c_moscow,Number of orders,show_partner:ВДОХ:кассир,inserted,1,
b2c_moscow,Revenue,show_partner:ВДОХ:кассир,inserted,9200,
b2c_moscow,Number of tickets,"show_partner:Поезд, Чехов, два орла:яндекс.афиша",inserted,5,
b2c_moscow,Number of orders,"show_partner:Поезд, Чехов, два орла:яндекс.афиша",inserted,3,
b2c_moscow,Revenue,"show_partner:Поезд, Чехов, два орла:яндекс.афиша",inserted,21800,
b2c_moscow,Number of tickets,show_partner:До свадьбы доживёт:кассир,inserted,5,
b2c_moscow,Number of orders,show_partner:До свадьбы доживёт:кассир,inserted,3,
b2c_moscow,Revenue,show_partner:До свадьбы доживёт:кассир,inserted,23600,
b2c_moscow,Number of tickets,show_partner:Иное место:яндекс.афиша,inserted,4,
b2c_moscow,Number of orders,show_partner:Иное место:яндекс.афиша,inserted,2,
b2c_moscow,Revenue,show_partner:Иное место:яндекс.афиша,inserted,18400,
b2c_moscow,Number of tickets,"show_partner:Поезд, Чехов, два орла:кассир",inserted,7,
b2c_moscow,Number of orders,"show_partner:Поезд, Чехов, два орла:кассир",inserted,2,
b2c_moscow,Revenue,"show_partner:Поезд, Чехов, два орла:кассир",inserted,32200,
b2c_moscow,Number of tickets,"show_partner:Поезд, Чехов, два орла:афиша.ру",inserted,3,
b2c_moscow,Number of orders,"show_partner:Поезд, Чехов, два орла:афиша.ру",inserted,2,
b2c_moscow,Revenue,"show_partner:Поезд, Чехов, два орла:афиша.ру",inserted,13800,
b2c_moscow,Number of tickets,show_partner:Иное место:кассир,inserted,2,
b2c_moscow,Number of orders,show_partner:Иное место:кассир,inserted,1,
b2c_moscow,Revenue,show_partner:Иное место:кассир,inserted,9200,
b2c_moscow,Number of shows,show:Загадка Амулета,inserted,10,
b2c_moscow,Number of shows cancelled,show:Загадка Амулета,inserted,3,
b2c_moscow,Number of show visitors,show:Загадка Амулета,inserted,43,
b2c_moscow,Number of shows,show:До свадьбы доживёт,inserted,42,
b2c_moscow,Number of shows cancelled,show:До свадьбы доживёт,inserted,22,
b2c_moscow,Number of show visitors,show:До свадьбы доживёт,inserted,174,
b2c_moscow,Number of shows,show:Ответ Гиппократа,inserted,76,
b2c_moscow,Number of shows cancelled,show:Ответ Гиппократа,inserted,23,
b2c_moscow,Number of show visitors,show:Ответ Гиппократа,inserted,367,
b2c_moscow,Number of shows,show:Иное место,inserted,8,
b2c_moscow,Number of shows cancelled,show:Иное место,inserted,2,
b2c_moscow,Number of show visitors,show:Иное место,inserted,37,
b2c_moscow,Number of shows,show:22'07,inserted,29,
b2c_moscow,Number of shows cancelled,show:22'07,inserted,11,
b2c_moscow,Number of show visitors,show:22'07,inserted,131,
b2c_moscow,Number of shows,show:Судный день,inserted,22,
b2c_moscow,Number of shows cancelled,show:Судный день,inserted,2,
b2c_moscow,Number of show visitors,show:Судный день,inserted,224,
b2c_moscow,Number of shows,show:ВДОХ,inserted,14,
b2c_moscow,Number of shows cancelled,show:ВДОХ,inserted,1,
b2c_moscow,Number of show visitors,show:ВДОХ,inserted,49,
b2c_moscow,Number of shows,"show:Поезд, Чехов, два орла",inserted,18,
b2c_moscow,Number of shows cancelled,"show:Поезд, Чехов, два орла",inserted,1,
b2c_moscow,Number of show visitors,"show:Поезд, Чехов, два орла",inserted,88,
b2c_spb,Number of tickets,general,inserted,638,
b2c_spb,Number of orders,general,inserted,314,
b2c_spb,Revenue,general,inserted,2163225,
b2c_spb,Website orders,general,inserted,206,
b2c_spb,show_join,,skipped,20,missing_show_join
b2c_spb,Number of tickets,show:Загадка Амулета,inserted,20,
b2c_spb,Number of orders,show:Загадка Амулета,inserted,7,
b2c_spb,Revenue,show:Загадка Амулета,inserted,60000,
b2c_spb,Number of tickets,show:Судный день,inserted,77,
b2c_spb,Number of orders,show:Судный день,inserted,45,
b2c_spb,Revenue,show:Судный день,inserted,330500,
b2c_spb,Number of tickets,show:Ответ Гиппократа,inserted,282,
b2c_spb,Number of orders,show:Ответ Гиппократа,inserted,136,
b2c_spb,Revenue,show:Ответ Гиппократа,inserted,910100,
b2c_spb,Number of tickets,show:До свадьбы доживёт,inserted,148,
b2c_spb,Number of orders,show:До свадьбы доживёт,inserted,68,
b2c_spb,Revenue,show:До свадьбы доживёт,inserted,474000,
b2c_spb,Number of tickets,show:22'07,inserted,65,
b2c_spb,Number of orders,show:22'07,inserted,28,
b2c_spb,Revenue,show:22'07,inserted,201500,
b2c_spb,Number of tickets,show:ВДОХ,inserted,26,
b2c_spb,Number of orders,show:ВДОХ,inserted,12,
b2c_spb,Revenue,show:ВДОХ,inserted,76500,
b2c_spb,Number of tickets,partner:кассир,inserted,22,
b2c_spb,Number of orders,partner:кассир,inserted,10,
b2c_spb,Revenue,partner:кассир,inserted,81500,
b2c_spb,Number of tickets,partner:афиша.ру,inserted,112,
b2c_spb,Number of orders,partner:афиша.ру,inserted,54,
b2c_spb,Revenue,partner:афиша.ру,inserted,371500,
b2c_spb,Number of tickets,partner:яндекс.афиша,inserted,63,
b2c_spb,Number of orders,partner:яндекс.афиша,inserted,38,
b2c_spb,Revenue,partner:яндекс.афиша,inserted,216500,
b2c_spb,Number of tickets,show_partner:Судный день:кассир,inserted,9,
b2c_spb,Number of orders,show_partner:Судный день:кассир,inserted,5,
b2c_spb,Revenue,show_partner:Судный день:кассир,inserted,40500,
b2c_spb,Number of tickets,show_partner:Ответ Гиппократа:афиша.ру,inserted,36,
b2c_spb,Number of orders,show_partner:Ответ Гиппократа:афиша.ру,inserted,17,
b2c_spb,Revenue,show_partner:Ответ Гиппократа:афиша.ру,inserted,118500,
b2c_spb,Number of tickets,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,39,
b2c_spb,Number of orders,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,23,
b2c_spb,Revenue,show_partner:Ответ Гиппократа:яндекс.афиша,inserted,127500,
b2c_spb,Number of tickets,show_partner:До свадьбы доживёт:афиша.ру,inserted,55,
b2c_spb,Number of orders,show_partner:До свадьбы доживёт:афиша.ру,inserted,26,
b2c_spb,Revenue,show_partner:До свадьбы доживёт:афиша.ру,inserted,178000,
b2c_spb,Number of tickets,show_partner:22'07:яндекс.афиша,inserted,6,
b2c_spb,Number of orders,show_partner:22'07:яндекс.афиша,inserted,4,
b2c_spb,Revenue,show_partner:22'07:яндекс.афиша,inserted,18000,
b2c_spb,Number of tickets,show_partner:До свадьбы доживёт:кассир,inserted,11,
b2c_spb,Number of orders,show_partner:До свадьбы доживёт:кассир,inserted,4,
b2c_spb,Revenue,show_partner:До свадьбы доживёт:кассир,inserted,35000,
b2c_spb,Number of tickets,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,8,
b2c_spb,Number of orders,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,5,
b2c_spb,Revenue,show_partner:До свадьбы доживёт:яндекс.афиша,inserted,26000,
b2c_spb,Number of tickets,show_partner:Судный день:яндекс.афиша,inserted,10,
b2c_spb,Number of orders,show_partner:Судный день:яндекс.афиша,inserted,6,
b2c_spb,Revenue,show_partner:Судный день:яндекс.афиша,inserted,45000,
b2c_spb,Number of tickets,show_partner:Загадка Амулета:афиша.ру,inserted,3,
b2c_spb,Number of orders,show_partner:Загадка Амулета:афиша.ру,inserted,1,
b2c_spb,Revenue,show_partner:Загадка Амулета:афиша.ру,inserted,9000,
b2c_spb,Number of tickets,show_partner:ВДОХ:афиша.ру,inserted,3,
b2c_spb,Number of orders,show_partner:ВДОХ:афиша.ру,inserted,2,
b2c_spb,Revenue,show_partner:ВДОХ:афиша.ру,inserted,9000,
b2c_spb,Number of tickets,show_partner:Судный день:афиша.ру,inserted,8,
b2c_spb,Number of orders,show_partner:Судный день:афиша.ру,inserted,5,
b2c_spb,Revenue,show_partner:Судный день:афиша.ру,inserted,36000,
b2c_spb,Number of tickets,show_partner:22'07:афиша.ру,inserted,7,
b2c_spb,Number of orders,show_partner:22'07:афиша.ру,inserted,3,
b2c_spb,Revenue,show_partner:22'07:афиша.ру,inserted,21000,
b2c_spb,Number of tickets,show_partner:Ответ Гиппократа:кассир,inserted,2,
b2c_spb,Number of orders,show_partner:Ответ Гиппократа:кассир,inserted,1,
b2c_spb,Revenue,show_partner:Ответ Гиппократа:кассир,inserted,6000,
b2c_spb,Number of shows,show:Загадка Амулета,inserted,9,
b2c_spb,Number of shows cancelled,show:Загадка Амулета,inserted,3,
b2c_spb,Number of show visitors,show:Загадка Амулета,inserted,36,
b2c_spb,Number of shows,show:До свадьбы доживёт,inserted,41,
b2c_spb,Number of shows cancelled,show:До свадьбы доживёт,inserted,13,
b2c_spb,Number of show visitors,show:До свадьбы доживёт,inserted,186,
b2c_spb,Number of shows,show:Ответ Гиппократа,inserted,79,
b2c_spb,Number of shows cancelled,show:Ответ Гиппократа,inserted,26,
b2c_spb,Number of show visitors,show:Ответ Гиппократа,inserted,364,
b2c_spb,Number of shows,show:ВДОХ,inserted,12,
b2c_spb,Number of shows cancelled,show:ВДОХ,inserted,9,
b2c_spb,Number of show visitors,show:ВДОХ,inserted,43,
b2c_spb,Number of shows,show:22'07,inserted,16,
b2c_spb,Number of shows cancelled,show:22'07,inserted,4,
b2c_spb,Number of show visitors,show:22'07,inserted,73,
b2c_spb,Number of shows,show:Судный день,inserted,13,
b2c_spb,Number of shows cancelled,show:Судный день,inserted,2,
b2c_spb,Number of show visitors,show:Судный день,inserted,134,
